area_fips,year,qtr,employment,wages,avg_wage_per_employee,state_name,county_name
12117,2023,1,423179.34,6846893598,15571.1151884332195807,Florida,Seminole County
12119,2023,1,77706.00,1053360174,14230.6981863954106497,Florida,Sumter County
12121,2023,1,23335.34,266240254,12399.0374284821210828,Florida,Suwannee County
12123,2023,1,13006.00,157414452,12806.4931249573933694,Florida,Taylor County
12125,2023,1,6864.67,81907238,12642.0274093150107266,Florida,Union County
12127,2023,1,371715.33,4987053556,14852.5507819977066045,Florida,Volusia County
12129,2023,1,12701.34,144327958,12813.7115975948597147,Florida,Wakulla County
12131,2023,1,65202.00,898609732,14854.3927647787128239,Florida,Walton County
12133,2023,1,12000.67,129257410,12921.4493017926545084,Florida,Washington County
13001,2023,1,15404.00,308812390,15696.9158069911776160,Georgia,Appling County
13003,2023,1,4275.99,50027390,12149.3414333552043844,Georgia,Atkinson County
13005,2023,1,7678.00,85693492,11471.5097540304019591,Georgia,Bacon County
13007,2023,1,846.66,8945842,11176.13201965086378712000,Georgia,Baker County
13009,2023,1,30933.99,323480432,12459.1131168865350764,Georgia,Baldwin County
13011,2023,1,9902.67,107203208,11260.9097993356940037,Georgia,Banks County
13013,2023,1,44509.34,576520562,13409.6550424857635947,Georgia,Barrow County
13015,2023,1,86951.99,1193615370,14168.0745159890453891,Georgia,Bartow County
13017,2023,1,11809.34,126604650,12133.6231147165080863,Georgia,Ben Hill County
13019,2023,1,7870.66,83523462,11809.0599557705182060,Georgia,Berrien County
13021,2023,1,159577.33,2078044154,14265.0469780999560460,Georgia,Bibb County
13023,2023,1,5878.67,58458796,11937.1552890598581276,Georgia,Bleckley County
13025,2023,1,5309.34,59907824,12081.1486336974808552,Georgia,Brantley County
13027,2023,1,6946.00,84729786,12204.9659133371093188,Georgia,Brooks County
13029,2023,1,20682.00,242591082,13256.9499958140938616,Georgia,Bryan County
13031,2023,1,55394.67,598795006,12579.0080074386341906,Georgia,Bulloch County
13033,2023,1,19681.99,551828044,20214.3370552300408139,Georgia,Burke County
13035,2023,1,16761.34,189954100,12923.6196660840881335,Georgia,Butts County
13037,2023,1,2400.00,24492538,10774.1548140278982295,Georgia,Calhoun County
13039,2023,1,31032.66,423326696,13270.4356861425742346,Georgia,Camden County
13043,2023,1,7073.33,63638548,10203.9619889721301761,Georgia,Candler County
13045,2023,1,86919.34,1287969438,14547.6262712226547930,Georgia,Carroll County
13047,2023,1,31980.00,350835508,12023.5821217543665208,Georgia,Catoosa County
13049,2023,1,4111.34,48346316,12029.1633450228443762,Georgia,Charlton County
13051,2023,1,334516.00,4983680776,16558.6448673537667167,Georgia,Chatham County
13053,2023,1,4715.34,61336112,10730.5995775313116197,Georgia,Chattahoochee County
13055,2023,1,9678.00,99032380,10798.2018629251084132,Georgia,Chattooga County
13057,2023,1,140778.00,1809990192,14099.3081130840939040,Georgia,Cherokee County
13059,2023,1,142490.67,2003205514,15635.8934557981124344,Georgia,Clarke County
13061,2023,1,1244.66,10298288,10357.5841870996564145,Georgia,Clay County
13063,2023,1,260143.34,5338894128,18111.4656967283011053,Georgia,Clayton County
13065,2023,1,4876.67,54415526,10990.2735059861271505,Georgia,Clinch County
13067,2023,1,764172.00,14980909582,18601.8346000315315810,Georgia,Cobb County
13069,2023,1,35349.99,404904994,11932.4364657820872086,Georgia,Coffee County
13071,2023,1,30401.33,352339118,12844.6312768076382174,Georgia,Colquitt County
13073,2023,1,77375.33,896684700,13706.4717082151319984,Georgia,Columbia County
13075,2023,1,9422.66,99489606,11319.0621381777691327,Georgia,Cook County
13077,2023,1,95456.67,1214786424,14130.8116815570526032,Georgia,Coweta County
13079,2023,1,2416.00,22065784,11457.5734519518408785,Georgia,Crawford County
13081,2023,1,17268.67,211571370,13069.4876438843362035,Georgia,Crisp County
13083,2023,1,7992.01,86046392,10840.4197666470600966,Georgia,Dade County
13085,2023,1,19981.34,199031494,11722.0259373702698744,Georgia,Dawson County
13087,2023,1,16781.33,187292690,11682.1878110384460807,Georgia,Decatur County
13089,2023,1,615552.00,11648854450,17792.2815464873282352,Georgia,DeKalb County
13091,2023,1,9484.00,95807492,11507.0018268870630923,Georgia,Dodge County
13093,2023,1,6543.33,73076764,11902.1791281804746242,Georgia,Dooly County
13095,2023,1,93086.66,1249320800,14200.5961091920205023,Georgia,Dougherty County
13097,2023,1,98272.00,1318724442,13991.7877164050613257,Georgia,Douglas County
13099,2023,1,7337.33,98405664,12708.6572882998218142,Georgia,Early County
13101,2023,1,1236.00,13436804,10017.4997464723774549,Georgia,Echols County
13103,2023,1,24414.67,310369346,13236.9594984942875742,Georgia,Effingham County
13105,2023,1,12190.67,132975574,12832.3976843661293687,Georgia,Elbert County
13107,2023,1,14356.67,159255314,12050.0963165063311636,Georgia,Emanuel County
13109,2023,1,9226.66,86091704,11916.1274111950883547,Georgia,Evans County
13111,2023,1,14150.66,153391594,12540.5448731521819383,Georgia,Fannin County
13113,2023,1,97417.33,1394799700,17089.9943146086733200,Georgia,Fayette County
13115,2023,1,86019.99,1081874952,13626.2480885949283963,Georgia,Floyd County
13117,2023,1,166613.33,2584826684,16721.0538184359775170,Georgia,Forsyth County
13119,2023,1,15665.99,179034700,11688.4731829292875885,Georgia,Franklin County
13121,2023,1,1872649.33,51049458008,23394.998421951035,Georgia,Fulton County
13123,2023,1,14923.33,161886462,11707.0711679343087108,Georgia,Gilmer County
13125,2023,1,727.34,6777448,10942.2727811348398115,Georgia,Glascock County
13127,2023,1,80138.67,1033275924,15306.7951149648208137,Georgia,Glynn County
13129,2023,1,49306.65,701888712,13377.8463432471248002,Georgia,Gordon County
13131,2023,1,12614.00,134410420,11951.7681588218999689,Georgia,Grady County
13133,2023,1,13558.66,173591582,12324.2320276802931390,Georgia,Greene County
13135,2023,1,751968.00,12617212900,16883.0176873201051119,Georgia,Gwinnett County
13137,2023,1,28329.34,329628214,12654.6201450479635979,Georgia,Habersham County
13139,2023,1,195052.00,3023888868,15542.4708844873601430,Georgia,Hall County
13141,2023,1,2876.00,32792202,11786.6329260873240640,Georgia,Hancock County
13143,2023,1,14678.00,179742162,12557.4574485764977777,Georgia,Haralson County
13145,2023,1,11945.34,131423558,10904.2869225298217843,Georgia,Harris County
13147,2023,1,15489.33,172661186,12354.1636329852543736,Georgia,Hart County
13149,2023,1,4412.66,68754686,14186.3861999360792461,Georgia,Heard County
13151,2023,1,148803.34,1810216646,16314.0008717908020061,Georgia,Henry County
13153,2023,1,129451.34,1844643456,14334.7958980771933881,Georgia,Houston County
13155,2023,1,4237.34,47889956,11491.0173207490120035,Georgia,Irwin County
13157,2023,1,93908.66,1112871154,13429.1560468782484405,Georgia,Jackson County
13159,2023,1,4873.33,48060646,11219.7167480302421681,Georgia,Jasper County
13161,2023,1,8471.35,98256626,12791.7215323780140638,Georgia,Jeff Davis County
13163,2023,1,9826.66,117062348,13082.8126945043808942,Georgia,Jefferson County
13165,2023,1,2860.00,30715286,10872.6355003951314940,Georgia,Jenkins County
13167,2023,1,2698.66,26866060,11174.4747521678017437,Georgia,Johnson County
13169,2023,1,7789.34,84951076,13219.9834583422062040,Georgia,Jones County
13171,2023,1,8543.99,101113734,12775.1687294688955163,Georgia,Lamar County
13173,2023,1,2850.66,27509526,11443.8786505688239974,Georgia,Lanier County
13175,2023,1,38398.00,479819844,14113.2766247681555585,Georgia,Laurens County
13177,2023,1,15106.01,172190492,11698.3550402396784857,Georgia,Lee County
13179,2023,1,39787.33,475517902,12044.2458942384046541,Georgia,Liberty County
13181,2023,1,2755.99,26350744,10516.7690748261246050,Georgia,Lincoln County
13183,2023,1,2560.00,25390422,11132.8016027751751669,Georgia,Long County
13185,2023,1,97749.33,1118059598,12747.7643422425983410,Georgia,Lowndes County
13187,2023,1,16529.33,188643436,13332.0814208159616990,Georgia,Lumpkin County
13189,2023,1,15014.66,160005136,12056.7329441521342245,Georgia,McDuffie County
13191,2023,1,3483.99,34408670,11497.9734209405401250,Georgia,McIntosh County
13193,2023,1,5375.34,72426650,12996.5719277689683245,Georgia,Macon County
13195,2023,1,7560.66,80223878,11226.2655802199061033,Georgia,Madison County
13197,2023,1,2529.33,23280818,9807.6461555904624116,Georgia,Marion County
13199,2023,1,9058.67,103782942,12339.8056659187880680,Georgia,Meriwether County
13201,2023,1,3751.34,42444560,12996.3398481248657174,Georgia,Miller County
13205,2023,1,13426.67,139186970,11529.8400668920081786,Georgia,Mitchell County
13207,2023,1,15028.67,209285956,15028.0714124114323715,Georgia,Monroe County
13209,2023,1,2962.67,27867806,10199.7290961523505922,Georgia,Montgomery County
13211,2023,1,17079.33,223328096,12353.8067476440009822,Georgia,Morgan County
13213,2023,1,16293.34,171992030,11915.7380534129814902,Georgia,Murray County
13215,2023,1,181209.34,2530367924,13320.6343414433713740,Georgia,Muscogee County
13217,2023,1,50140.66,661005918,14380.8309373827355574,Georgia,Newton County
13219,2023,1,28318.66,333370630,11401.8182390491052736,Georgia,Oconee County
13221,2023,1,3846.00,40589252,10484.7921720571552202,Georgia,Oglethorpe County
13223,2023,1,58141.99,656301476,13240.0954283955301018,Georgia,Paulding County
13225,2023,1,19514.00,223686248,12809.5740246376230266,Georgia,Peach County
13227,2023,1,17409.33,236462660,14146.6884339044135741,Georgia,Pickens County
13229,2023,1,9004.67,98149612,11380.1703363433137727,Georgia,Pierce County
13231,2023,1,6664.00,72374292,12196.9520983357100104,Georgia,Pike County
13233,2023,1,22450.00,261864656,12800.3112189571924202,Georgia,Polk County
13235,2023,1,5534.01,60660094,12179.5197395845072857,Georgia,Pulaski County
13237,2023,1,12321.33,134869226,12118.6004819590338972,Georgia,Putnam County
13239,2023,1,586.00,5680248,11919.9354350046661052,Georgia,Quitman County
13241,2023,1,11158.66,111256710,11363.3441907556218110,Georgia,Rabun County
13243,2023,1,3703.99,36951564,9637.7489329804914343,Georgia,Randolph County
13245,2023,1,208337.33,2957162216,16007.8211620059964744,Georgia,Richmond County
13247,2023,1,73237.34,1072908708,15685.7965318131130135,Georgia,Rockdale County
13249,2023,1,2213.34,23490128,11588.4913233538060241,Georgia,Schley County
13251,2023,1,5789.33,59283168,11592.4391084079256480,Georgia,Screven County
13253,2023,1,4690.66,46937196,11193.6538448818766357,Georgia,Seminole County
13255,2023,1,46427.33,561860596,13410.6181399719693781,Georgia,Spalding County
13257,2023,1,17310.01,219420456,12666.4968635194114353,Georgia,Stephens County
13259,2023,1,3275.33,41691666,12784.0632512589358476,Georgia,Stewart County
13261,2023,1,20584.66,241225500,13351.3522475631914452,Georgia,Sumter County
13263,2023,1,1596.01,18015374,11885.1106983402114705,Georgia,Talbot County
13265,2023,1,474.01,4555834,10461.8530769571885790,Georgia,Taliaferro County
13267,2023,1,11094.66,119868692,12492.1554601912315394,Georgia,Tattnall County
13269,2023,1,2764.66,34631308,12643.3958952271930257,Georgia,Taylor County
13271,2023,1,4270.00,42398672,10591.4002100717999317,Georgia,Telfair County
13273,2023,1,4354.01,45296504,11556.3628065899133802,Georgia,Terrell County
13275,2023,1,41775.34,577049502,14342.7080336935662583,Georgia,Thomas County
13277,2023,1,44670.00,531798634,13766.2313491191559497,Georgia,Tift County
13279,2023,1,24374.00,257467484,11604.9502726705983923,Georgia,Toombs County
13281,2023,1,6968.65,71644010,12023.6154713489120497,Georgia,Towns County
13283,2023,1,2051.34,22386944,11079.4457538174455537,Georgia,Treutlen County
13285,2023,1,79613.34,1056620050,13744.3384446049648175,Georgia,Troup County
13287,2023,1,3880.66,43150678,11597.0428732361249023,Georgia,Turner County
13289,2023,1,3733.34,39208690,12672.4516614939390630,Georgia,Twiggs County
13291,2023,1,15373.35,184109130,12546.6661653903430878,Georgia,Union County
13293,2023,1,14027.33,156517552,12226.1816361881261291,Georgia,Upson County
13295,2023,1,29468.66,315553870,11586.7713372440619445,Georgia,Walker County
13297,2023,1,52361.34,690984034,14613.7876031860800877,Georgia,Walton County
13299,2023,1,29446.01,323732328,11990.0356019947749458,Georgia,Ware County
13301,2023,1,3156.01,40332130,11732.1493092934872401,Georgia,Warren County
13303,2023,1,12777.33,149939118,11695.1233035274687868,Georgia,Washington County
13305,2023,1,17480.00,212152316,13583.3781327998828702,Georgia,Wayne County
13307,2023,1,1051.33,13479850,12377.3558176519758418,Georgia,Webster County
13309,2023,1,2270.00,24305820,10967.9035298686832339,Georgia,Wheeler County
13311,2023,1,18874.00,186741448,12488.1072406001779250,Georgia,White County
13313,2023,1,114022.00,1509675244,13921.9273512563976002,Georgia,Whitfield County
13315,2023,1,2236.00,20554242,9900.0489201917315911,Georgia,Wilcox County
13317,2023,1,5314.00,62248786,11700.4569390447057070,Georgia,Wilkes County
13319,2023,1,5837.34,79595144,13038.0282775569005846,Georgia,Wilkinson County
13321,2023,1,5873.34,58833430,11687.2458906974879351,Georgia,Worth County
15001,2023,1,143636.00,1958259274,16443.1128655057728385,Hawaii,Hawaii County
15003,2023,1,891997.33,14692773044,18297.5883437614579782,Hawaii,Honolulu County
15007,2023,1,59553.00,818210912,16653.8685130973822009,Hawaii,Kauai County
15009,2023,1,145138.67,2084547628,16185.2463739139424410,Hawaii,Maui County
16001,2023,1,554814.67,9157402334,16401.5151447139467343,Idaho,Ada County
16003,2023,1,1837.33,22217512,12189.8604774665558014,Idaho,Adams County
16005,2023,1,72319.34,827668428,13427.9379664170341473,Idaho,Bannock County
16007,2023,1,3753.33,34051862,10126.1207606333642072,Idaho,Bear Lake County
16009,2023,1,6650.00,91914772,13666.0188118805230753,Idaho,Benewah County
16011,2023,1,30574.00,341960526,12814.0362332543601447,Idaho,Bingham County
16013,2023,1,28014.01,399464878,15240.7505748832815409,Idaho,Blaine County
16015,2023,1,3647.34,28644032,9863.2593295684251322,Idaho,Boise County
16017,2023,1,30986.66,363630282,13664.3048953995926085,Idaho,Bonner County
16019,2023,1,120183.33,1426930880,14829.6039798281045401,Idaho,Bonneville County
16021,2023,1,7376.00,81935226,14275.6289780900057719,Idaho,Boundary County
16023,2023,1,18969.33,506638664,20546.1659607859507460,Idaho,Butte County
16025,2023,1,742.66,10489272,13346.6516694461650859,Idaho,Camas County
16027,2023,1,164553.34,2000312382,13797.2410613369187852,Idaho,Canyon County
16029,2023,1,7026.00,113995052,14619.9825235393730802,Idaho,Caribou County
16031,2023,1,24454.66,280341188,12685.8602739870778287,Idaho,Cassia County
16033,2023,1,549.34,8741030,14532.2298259419977244,Idaho,Clark County
16035,2023,1,5328.66,62851238,13290.4099432603325603,Idaho,Clearwater County
16037,2023,1,2624.00,25599156,10896.5589819383819119,Idaho,Custer County
16039,2023,1,14337.33,159841066,11901.3775277026441741,Idaho,Elmore County
16041,2023,1,8089.33,81840216,12151.6333351837797929,Idaho,Franklin County
16043,2023,1,6288.67,64968370,12676.5541514616538855,Idaho,Fremont County
16045,2023,1,8607.33,88208640,13415.5063918163191190,Idaho,Gem County
16047,2023,1,12812.66,154557778,12478.0745077855496366,Idaho,Gooding County
16049,2023,1,8797.33,93797252,13024.9065815343923738,Idaho,Idaho County
16051,2023,1,14949.34,152079252,12066.0848377444814433,Idaho,Jefferson County
16053,2023,1,22461.33,272809138,13066.3529264820278456,Idaho,Jerome County
16055,2023,1,134368.00,1792169828,15134.0665088194440951,Idaho,Kootenai County
16057,2023,1,27921.34,334995122,13727.9180844959952842,Idaho,Latah County
16059,2023,1,5056.66,60230920,13032.0087557599350723,Idaho,Lemhi County
16061,2023,1,3200.00,31790298,11949.8416448679505466,Idaho,Lewis County
16063,2023,1,3260.67,41252094,13126.4282553718695656,Idaho,Lincoln County
16065,2023,1,33805.33,325472508,12677.6236037443233171,Idaho,Madison County
16067,2023,1,17062.67,198326234,12796.2482633537094742,Idaho,Minidoka County
16069,2023,1,42085.34,547702894,14159.9378720787141433,Idaho,Nez Perce County
16071,2023,1,2925.33,25005146,10074.8755734537234763,Idaho,Oneida County
16073,2023,1,5774.66,68457134,12311.3248360810535786,Idaho,Owyhee County
16075,2023,1,13626.00,164577674,13023.3361589473981127,Idaho,Payette County
16077,2023,1,7167.34,88015246,12675.7787979837833976,Idaho,Power County
16079,2023,1,9855.99,123085184,14526.0670463317739155,Idaho,Shoshone County
16081,2023,1,8056.00,97043694,12670.8559103272989907,Idaho,Teton County
16083,2023,1,81250.00,961458154,13393.2595066616377217,Idaho,Twin Falls County
16085,2023,1,10426.67,124057162,13289.0389184647791581,Idaho,Valley County
16087,2023,1,5875.34,61269238,13822.2409699415379699,Idaho,Washington County
17001,2023,1,60321.34,801687753,15139.7712178237080207,Illinois,Adams County
17003,2023,1,1726.00,18101158,11818.9080974246006662,Illinois,Alexander County
17005,2023,1,8776.01,105246814,13705.9464289124901358,Illinois,Bond County
17007,2023,1,24980.66,379020908,15257.1671994788054636,Illinois,Boone County
17009,2023,1,8694.00,133303706,15560.3949012256782630,Illinois,Brown County
17011,2023,1,21060.66,297564264,14581.7801104414570164,Illinois,Bureau County
17013,2023,1,1465.34,12612426,10485.7246280862475970,Illinois,Calhoun County
17015,2023,1,7645.34,94987096,13865.8768180757297250,Illinois,Carroll County
17017,2023,1,10708.67,137439342,13066.3152361953330049,Illinois,Cass County
17019,2023,1,162912.00,2458612645,16747.3048864959352116,Illinois,Champaign County
17021,2023,1,16988.67,211593359,13711.2021449832906331,Illinois,Christian County
17023,2023,1,9016.66,105453502,12020.9166891290519379,Illinois,Clark County
17025,2023,1,9153.33,109665574,12799.8773566326715142,Illinois,Clay County
17027,2023,1,21404.66,248682321,12814.5280707729331837,Illinois,Clinton County
17029,2023,1,42481.34,563928373,14788.6393388322120168,Illinois,Coles County
17031,2023,1,5045897.33,118410248832,22896.944402758896,Illinois,Cook County
17033,2023,1,12622.66,208424579,15894.7608386736154125,Illinois,Crawford County
17035,2023,1,5768.66,61552398,11440.4032956003076191,Illinois,Cumberland County
17037,2023,1,63160.00,800724516,14338.7313418637225276,Illinois,DeKalb County
17039,2023,1,9687.99,173251878,16270.8576056494787635,Illinois,De Witt County
17041,2023,1,15018.00,184384538,12751.7603516193715674,Illinois,Douglas County
17043,2023,1,1182787.00,24791530282,21523.3813386229075444,Illinois,DuPage County
17045,2023,1,12468.00,170641472,14105.1329742950411118,Illinois,Edgar County
17047,2023,1,4163.34,46518564,11278.3196825197683776,Illinois,Edwards County
17049,2023,1,44459.34,550613221,14653.6547358014810410,Illinois,Effingham County
17051,2023,1,9546.67,98102198,11755.6552406365379516,Illinois,Fayette County
17053,2023,1,10782.01,145802270,12584.3713995371505114,Illinois,Ford County
17055,2023,1,17519.99,185727702,12700.2382036250466650,Illinois,Franklin County
17057,2023,1,14464.66,150209243,12221.4046305472176633,Illinois,Fulton County
17059,2023,1,1738.66,21489148,11831.0023529734204841,Illinois,Gallatin County
17061,2023,1,4589.34,50138544,11156.6968951993063021,Illinois,Greene County
17063,2023,1,41244.00,753994788,17206.0797516083781256,Illinois,Grundy County
17065,2023,1,3932.66,52012822,12812.2232906990707908,Illinois,Hamilton County
17067,2023,1,7942.66,82906792,11116.0435380929163475,Illinois,Hancock County
17069,2023,1,1490.00,19601100,12030.9334170535467929,Illinois,Hardin County
17071,2023,1,2119.34,19011098,10105.7370756965904376,Illinois,Henderson County
17073,2023,1,22837.67,272225172,13575.0177374157760758,Illinois,Henry County
17075,2023,1,13726.00,148482000,11588.7638506847640105,Illinois,Iroquois County
17077,2023,1,40722.33,577646155,14842.4305146070028647,Illinois,Jackson County
17079,2023,1,4060.66,45074820,11719.0596964533938885,Illinois,Jasper County
17081,2023,1,36128.67,504317925,16193.6200227030390887,Illinois,Jefferson County
17083,2023,1,9854.66,108376908,12176.9584417257351544,Illinois,Jersey County
17085,2023,1,13894.66,151183232,12199.9405050183220892,Illinois,Jo Daviess County
17087,2023,1,3408.33,43521472,13363.5634132334834050,Illinois,Johnson County
17089,2023,1,387041.67,5851349459,21045.7487583776581989,Illinois,Kane County
17091,2023,1,76756.67,1013820074,14834.8312225737806880,Illinois,Kankakee County
17093,2023,1,58351.34,744497544,14905.8282841349345819,Illinois,Kendall County
17095,2023,1,29168.01,321213736,13340.3239739050578536,Illinois,Knox County
17097,2023,1,605844.33,16847023799,26551.2321772190396731,Illinois,Lake County
17099,2023,1,79698.00,1131155232,15606.6482311635309693,Illinois,LaSalle County
17101,2023,1,6514.00,76800615,12898.7297453444588254,Illinois,Lawrence County
17103,2023,1,25288.67,381131988,16075.2434291859852944,Illinois,Lee County
17105,2023,1,23977.00,331521225,14996.3093351264330505,Illinois,Livingston County
17107,2023,1,14037.34,189134295,15140.3402967012322176,Illinois,Logan County
17109,2023,1,16965.33,195135202,12457.2210161227434407,Illinois,McDonough County
17111,2023,1,185475.99,2482950980,14849.9204488946484035,Illinois,McHenry County
17113,2023,1,159292.00,2947481725,18122.8840908836051792,Illinois,McLean County
17115,2023,1,87123.34,1859838367,20351.2589347928192824,Illinois,Macon County
17117,2023,1,19843.34,216291190,11662.3235371391386390,Illinois,Macoupin County
17119,2023,1,205913.34,2910802256,15518.4385300022209543,Illinois,Madison County
17121,2023,1,25108.00,283608542,12835.1073183832049619,Illinois,Marion County
17123,2023,1,5546.00,61508276,11614.5664544543097650,Illinois,Marshall County
17125,2023,1,5398.67,53644454,11313.8870570803817227,Illinois,Mason County
17127,2023,1,5575.34,70183710,13855.1503861687769312,Illinois,Massac County
17129,2023,1,3320.67,33538574,11582.1980283778829304,Illinois,Menard County
17131,2023,1,5893.34,64394928,11884.4503389925826014,Illinois,Mercer County
17133,2023,1,16686.01,181613990,12479.8844540973255419,Illinois,Monroe County
17135,2023,1,15691.33,172774276,12599.1341470248569200,Illinois,Montgomery County
17137,2023,1,27400.01,353281510,14626.8249523249564513,Illinois,Morgan County
17139,2023,1,9940.00,122085870,12826.3666787008533305,Illinois,Moultrie County
17141,2023,1,29590.67,443584700,14801.2734999509792143,Illinois,Ogle County
17143,2023,1,195647.34,4222913112,21257.0273577092516446,Illinois,Peoria County
17145,2023,1,7533.34,85981038,12984.5039172850527778,Illinois,Perry County
17147,2023,1,6978.01,82023098,12590.9749544317389312,Illinois,Piatt County
17149,2023,1,7685.34,85817668,11620.3294036390820405,Illinois,Pike County
17151,2023,1,1236.00,14716352,12193.7226115724690953,Illinois,Pope County
17153,2023,1,2379.34,22870616,11271.5308953552264340,Illinois,Pulaski County
17155,2023,1,3574.01,52342272,13597.9206254974011258,Illinois,Putnam County
17157,2023,1,19839.67,249152731,13666.5311439101704862,Illinois,Randolph County
17159,2023,1,11632.66,139139878,12305.2363204515376168,Illinois,Richland County
17161,2023,1,136987.67,2238614912,17699.8445781641829685,Illinois,Rock Island County
17163,2023,1,165236.67,2241905332,16652.7065760327921589,Illinois,St. Clair County
17165,2023,1,15610.66,166870002,11799.6964877264180552,Illinois,Saline County
17167,2023,1,254200.00,4150569384,16809.8827790110496878,Illinois,Sangamon County
17169,2023,1,2860.66,29911922,10719.5013091031090093,Illinois,Schuyler County
17171,2023,1,1737.34,20902958,12254.7563388324243521,Illinois,Scott County
