"area_fips","year","qtr","employment","wages","avg_wage_per_employee"
"02090",2023,1,"69632.00","1089222856","16259.8026222410904929"
"02100",2023,1,"1482.66","16222034","15530.0550314296753454"
"02105",2023,1,"1303.34","14631670","12066.2295993551626778"
"02110",2023,1,"32731.34","510868764","17533.3095923957168589"
"02122",2023,1,"38722.00","571035460","16987.1433597676717731"
"02130",2023,1,"12401.99","184121950","16740.6779279122076647"
"02150",2023,1,"11018.00","158272648","14807.3739175824605553"
"02158",2023,1,"4161.99","37834754","12762.8343945770498161"
"02164",2023,1,"1373.34","14085418","11852.0695127884084467"
"02170",2023,1,"54878.01","698186940","16012.0113939176172987"
"02180",2023,1,"7414.67","122369122","17830.9160762857632120"
"02185",2023,1,"20918.67","737168604","26405.9629437835926610"
"02188",2023,1,"5304.01","105980702","19979.0276128396857525"
"02195",2023,1,"2321.33","26479938","13685.6769711662737615"
"02198",2023,1,"3871.34","46319148","14281.0818410417888082"
"02220",2023,1,"7734.00","105726976","15153.7421715976011575"
"02230",2023,1,"823.33","11015338","16684.2937527093424181"
"02240",2023,1,"5518.00","114299198","18702.1012751401230935"
"02275",2023,1,"1334.00","17998410","14851.1342645753953036"
"02282",2023,1,"602.00","8585532","15091.7104811019616538"
"02290",2023,1,"4095.34","47255632","13744.0949011742175151"
"02999",2023,1,"5729.34","130051464","21341.2737990044294208"
"04000",2023,1,"6708494.67","115671737366","17559.150515113866"
"04001",2023,1,"33288.00","435949944","13810.6902928344643734"
"04003",2023,1,"69264.67","969840998","14923.2168148290408437"
"04005",2023,1,"123392.00","1523638810","14423.3112295652093717"
"04007",2023,1,"29382.00","409306362","14731.9971010687344410"
"04009",2023,1,"20699.34","285661884","14404.7163553337569973"
"04011",2023,1,"11484.00","277318524","17047.3667748582166454"
"04012",2023,1,"12480.67","157761698","14059.3861685561863274"
"04013",2023,1,"4445722.00","81272571370","18703.969099287474"
"04015",2023,1,"109764.01","1350791186","14093.9941423051064608"
"04017",2023,1,"55496.67","640921140","13689.9735560047328269"
"04019",2023,1,"769296.00","11461992818","16736.4342578057734017"
"04021",2023,1,"147973.34","2057452228","16149.5189711087572408"
"04023",2023,1,"27988.67","376761232","14407.5522077342099361"
"04025",2023,1,"140747.33","1774590646","15064.0049847511479539"
"04027",2023,1,"154663.33","1917087922","14359.1929104610570653"
"04999",2023,1,"155748.01","4238056690","22749.4044837614366943"
"05000",2023,1,"2734694.01","39687817628","14695.7640321003507719"
"05001",2023,1,"20444.01","248613964","12095.2000580101302180"
"05003",2023,1,"11118.00","133728148","11822.1237632080572755"
"05005",2023,1,"32009.99","338485776","12199.2802893286809432"
"05007",2023,1,"276385.33","6775248056","17736.7439464038759949"
"05009",2023,1,"29172.00","329418484","12493.1618110662735224"
"05011",2023,1,"7081.34","74627196","10629.0326034090387728"
"05013",2023,1,"6060.66","103923178","13987.4542597116163318"
"05015",2023,1,"21225.34","206055628","11180.4610444673871038"
"05017",2023,1,"5435.34","54235782","10724.3476569075887704"
"05019",2023,1,"16464.66","174685694","11442.5372747552796993"
"05021",2023,1,"6038.67","60236944","10570.7397353355263763"
"05023",2023,1,"12683.33","126272216","10573.0388173476779745"
"05025",2023,1,"2210.00","23428750","11107.5818912198118909"
"05027",2023,1,"16006.67","206631672","12886.9970513630940691"
"05029",2023,1,"13444.00","152725156","11564.2893580689184486"
"05031",2023,1,"107099.34","1317553578","13666.4019430998398481"
"05033",2023,1,"37781.34","453153580","12153.8248773704895462"
"05035",2023,1,"31743.99","353252398","12469.4463038070683306"
"05037",2023,1,"9184.00","87364760","11062.6469240415864807"
"05039",2023,1,"5133.34","54588646","9962.8185976475455033"
"05041",2023,1,"8641.34","99366508","10991.7976322289939479"
"05043",2023,1,"13027.34","135733998","11838.4259961634298752"
"05045",2023,1,"87624.66","1065444784","13047.4589951168667017"
"05047",2023,1,"9702.67","108173158","11990.4651393864949114"
"05049",2023,1,"3730.00","35095260","10254.1608238543601773"
"05051",2023,1,"75846.66","839401478","12991.8607727267057462"
"05053",2023,1,"8328.00","102151382","12204.6671481590524261"
"05055",2023,1,"31750.00","354380172","12961.1618326858267177"
"05057",2023,1,"15647.34","176166720","12087.4514916778622402"
"05059",2023,1,"16261.99","182655620","11440.0297795480360391"
"05061",2023,1,"12638.00","130498278","10923.5060221066414511"
"05063",2023,1,"34611.34","405898752","12152.0213854634179868"
"05065",2023,1,"5658.01","55598870","10572.6903109296422388"
"05067",2023,1,"9962.67","123966666","11664.8236668263220365"
"05069",2023,1,"51779.99","656632998","13668.0042134737485192"
"05071",2023,1,"17149.99","176318076","11424.6821352529917680"
"05073",2023,1,"2094.66","17872724","10119.1905574412682048"
"05075",2023,1,"8206.00","80586394","10406.3110477060602349"
"05077",2023,1,"3426.01","34693624","10595.3022914295464883"
"05079",2023,1,"5391.99","60328414","11357.9913894151601883"
"05081",2023,1,"6120.65","100654798","13569.0896012840865161"
"05083",2023,1,"10303.34","100274266","10293.1702040509522804"
"05085",2023,1,"30140.66","309899408","11444.6797210133612414"
"05087",2023,1,"7078.00","78476674","11358.2854709714618128"
"05089",2023,1,"7042.67","68812654","10855.1479682040607342"
"05091",2023,1,"24528.00","290232370","13144.4338416853219606"
"05093",2023,1,"35228.66","671181166","14948.1303487015005006"
"05095",2023,1,"3584.01","34245628","10675.3314664271758393"
"05097",2023,1,"2506.00","19989028","9445.6202938824143639"
"05099",2023,1,"4286.00","51103632","10702.9198371707261724"
"05101",2023,1,"1915.34","16491972","10610.5108889607978819"
"05103",2023,1,"14609.34","172890420","12396.2536704196649665"
"05105",2023,1,"2054.67","20274514","10648.4939501670392015"
"05107",2023,1,"9012.67","89425690","10888.4225754837512697"
"05109",2023,1,"5266.66","52152692","10514.6221101230796129"
"05111",2023,1,"10470.66","123604052","11902.4470792857789376"
"05113",2023,1,"12010.01","114317072","10406.6687519143794748"
"05115",2023,1,"54171.99","661825508","12577.4437437713867473"
"05117",2023,1,"2954.00","30043274","10688.4315970964414064"
"05119",2023,1,"509640.00","7999033046","16744.8165447987724971"
"05121",2023,1,"11828.66","113009996","10291.4086168812398545"
"05123",2023,1,"13352.67","149214526","12523.4514646456356409"
"05125",2023,1,"53724.00","599465520","12427.4058380729056576"
"05127",2023,1,"6382.67","57335064","10526.6982417454082787"
"05129",2023,1,"2750.67","23179514","9543.6891939394064282"
"05131",2023,1,"132715.34","1852382698","14255.7978151221643703"
"05133",2023,1,"9708.66","101771202","11248.9253838072555532"
"05135",2023,1,"7763.34","71552814","10212.0156120867435073"
"05137",2023,1,"5093.33","46906378","10212.3265827766713756"
"05139",2023,1,"33762.01","563164424","14967.1851467093426951"
"05141",2023,1,"7745.34","84424090","10880.7106841689068756"
"05143",2023,1,"232104.01","3217171058","15832.5968265483398658"
"05145",2023,1,"50299.34","559114048","11911.4020014308363917"
"05147",2023,1,"4000.00","43356118","11416.7048379371506631"
"05149",2023,1,"12908.00","129313602","11340.1190319388909341"
"05999",2023,1,"110514.00","2402744168","19864.0146624859732031"
"06000",2023,1,"38042297.66","858823175075","23478.431770642216"
"06001",2023,1,"1570118.67","39183753652","26540.9192001950376637"
"06003",2023,1,"2072.00","23916898","13496.33294194907098132000"
"06005",2023,1,"23564.00","336636248","15646.0364852732961288"
"06007",2023,1,"153967.99","2079990522","15498.0300289672545068"
"06009",2023,1,"20183.35","258394288","15335.9888722651690151"
"06011",2023,1,"16426.66","221652870","14093.0629839631402953"
"06013",2023,1,"728447.34","16351767194","22330.2496605175121867"
"06015",2023,1,"16238.66","203422200","13798.4015667782143960"
"06017",2023,1,"113472.66","1801684330","18262.2240385289704102"
"06019",2023,1,"808504.65","11264542180","16432.6016000818623774"
"06021",2023,1,"18592.66","231310348","15393.2565721417147991"
"06023",2023,1,"97805.34","1271601124","15304.3032572957929527"
"06025",2023,1,"129268.67","1687769224","16676.7320527387935457"
"06027",2023,1,"14548.00","202886848","15982.1115012429782167"
"06029",2023,1,"657914.00","9567155326","17930.6368174735201004"
"06031",2023,1,"96434.67","1247632166","14314.5149335895747925"
"06033",2023,1,"32132.67","403287556","14945.4170116692183276"
"06035",2023,1,"17255.99","237491098","14256.5584538276160111"
"06037",2023,1,"8904810.66","181111482606","23754.308927889818"
"06039",2023,1,"105808.66","1353360402","14930.8211078742164844"
"06041",2023,1,"217146.66","5293074422","22935.2299469484559533"
"06043",2023,1,"10180.00","128857690","14800.6733483810941100"
"06045",2023,1,"61927.33","786275248","14923.1997091776134616"
"06047",2023,1,"158996.00","2092646458","17501.2670637684202136"
"06049",2023,1,"4944.66","61845536","15566.4900784455856425"
"06051",2023,1,"16448.00","204624634","16238.8059617543713555"
"06053",2023,1,"343096.66","5189313312","18448.3508616436785198"
"06055",2023,1,"152973.99","2665463792","19624.4429725604840373"
"06057",2023,1,"65184.66","936202268","16110.1915300574808914"
"06059",2023,1,"3258202.65","66496428978","22926.9136502015549424"
"06061",2023,1,"366850.66","6530061516","19071.9108275519572525"
"06063",2023,1,"11168.00","157783246","15369.3181655342492439"
"06065",2023,1,"1623597.33","23484809892","18969.4023550234166719"
"06067",2023,1,"1395621.34","27189642942","22534.6632561219695086"
"06069",2023,1,"33502.66","476505658","15996.5894928716689898"
"06071",2023,1,"1665280.00","24563202928","17996.8320332580565726"
"06073",2023,1,"3018681.34","61998141854","22724.646085563366"
"06075",2023,1,"1453102.00","68281993930","39084.4945412368664614"
"06077",2023,1,"550043.99","8097832962","17078.5955206359983328"
"06079",2023,1,"235635.34","3460883410","17162.9984222968109291"
"06081",2023,1,"842621.99","38959699216","33069.8953951676432252"
"06083",2023,1,"407199.35","6820407944","20109.7612215566005243"
"06085",2023,1,"2227538.66","96252945086","32915.7448286901664162"
"06087",2023,1,"196248.66","3273972234","20318.3355119134995624"
"06089",2023,1,"133777.34","1859825774","16531.6960664356049049"
"06091",2023,1,"1002.01","11579816","12528.3510492861914224"
"06093",2023,1,"26516.00","324511812","14313.8269785865821133"
"06095",2023,1,"272490.00","4756151390","19194.5051432429306183"
"06097",2023,1,"406196.01","7139125666","19212.3546977736400958"
"06099",2023,1,"383300.00","5873718582","17497.0291409936721929"
"06101",2023,1,"61709.33","804122028","16310.3004304655984537"
"06103",2023,1,"37760.67","534275578","15806.2703598301366877"
"06105",2023,1,"5249.34","71303864","16290.8260724315674999"
"06107",2023,1,"336985.34","4225422242","14566.6230630791395096"
"06109",2023,1,"33715.99","462727248","15273.3483078387387341"
"06111",2023,1,"648088.66","11381541950","20319.3577904487253531"
"06113",2023,1,"211240.66","4019657458","20551.1539222306932079"
"06115",2023,1,"39584.65","628669574","17874.9302766413523268"
"06999",2023,1,"1069786.01","37450958644","28663.4862600586895832"
"08000",2023,1,"6104162.01","122321609634","19558.520103805044"
"08001",2023,1,"477941.99","8585634660","21068.1774594209965108"
"08003",2023,1,"16230.66","201955510","13285.2205588390789750"
"08005",2023,1,"669346.66","15096048272","20695.8049410355758053"
"08007",2023,1,"8810.66","97071396","14413.5565471901626541"
"08009",2023,1,"2320.66","21419704","11032.2632992133589944"
"08011",2023,1,"2219.34","26727310","12880.3687227450598722"
"08013",2023,1,"386526.66","9222955106","23505.6283995451834381"
"08014",2023,1,"85337.34","2516157784","23031.8740835200283606"
"08015",2023,1,"17122.00","210857120","14810.4399439284222677"
"08017",2023,1,"1325.34","17738524","13570.8113613933022128"
"08019",2023,1,"7219.34","120746010","17498.4732141808212442"
"08021",2023,1,"3085.34","30567628","12585.3372943414726347"
"08023",2023,1,"1763.34","16789724","10509.8167679747226887"
"08025",2023,1,"2180.67","30366252","13343.3525993895436424"
"08027",2023,1,"1912.00","21577416","15103.0756325592125488"
"08029",2023,1,"16674.66","184209088","13547.4806912473769613"
"08031",2023,1,"1122343.34","29423247524","23421.4458008044592796"
"08033",2023,1,"1129.34","10770624","11900.2354016838220025"
"08035",2023,1,"277008.00","5970385102","20154.6979891727158063"
"08037",2023,1,"72795.34","1130002192","18266.1096832362613972"
"08039",2023,1,"9066.00","130909912","14535.3598118786785046"
"08041",2023,1,"600778.67","9837927006","17356.2439155337078840"
"08043",2023,1,"27051.33","355768252","15252.1350694359895346"
"08045",2023,1,"51476.00","820065966","16633.9454474204388408"
"08047",2023,1,"8659.34","134265734","17008.3889231298243302"
"08049",2023,1,"16187.34","201263618","15063.5563649779663651"
"08051",2023,1,"18666.67","234621676","14139.4295289923038576"
"08053",2023,1,"450.66","4419346","11344.0884815324655697"
"08055",2023,1,"3285.34","34703210","13416.5107332803598373"
"08057",2023,1,"1110.00","11908318","11457.9029437792222551"
"08059",2023,1,"486752.66","9528084334","19534.9183189689126469"
"08061",2023,1,"890.66","9250354","11826.3463483933888063"
"08063",2023,1,"5906.00","67725558","12577.8456695847627102"
"08065",2023,1,"5485.33","72045666","16174.3731816874764201"
"08067",2023,1,"51667.33","750371716","15690.2521385927790218"
"08069",2023,1,"341021.33","5838110722","18064.9171006958473726"
"08071",2023,1,"9544.00","108658288","12790.1420616197866573"
"08073",2023,1,"4333.34","53571118","13333.6431452232443514"
"08075",2023,1,"15093.33","183459774","13247.6909488341978229"
"08077",2023,1,"127825.34","1762836796","15354.8476953387373415"
"08079",2023,1,"1322.66","14422764","11406.9400050099899164"
"08081",2023,1,"8905.33","131528518","15119.0847176589605386"
"08083",2023,1,"17493.33","191400966","13007.4846479452943449"
"08085",2023,1,"31687.33","393286836","14872.7011089446728818"
"08087",2023,1,"25002.00","342187734","14784.3781354635300124"
"08089",2023,1,"11830.00","127626608","11465.9660666190404088"
"08091",2023,1,"3989.35","46731208","15064.4476479792115784"
"08093",2023,1,"5399.34","67708574","15096.2591382036244165"
"08095",2023,1,"3268.00","39789548","13408.6470808648313158"
"08097",2023,1,"38736.00","713285672","20729.2743492172857050"
"08099",2023,1,"9437.34","103740486","11844.2338467973117232"
"08101",2023,1,"124552.00","1719845728","14864.6546686938308511"
"08103",2023,1,"5462.00","83620978","15222.5721343670234016"
"08105",2023,1,"8100.67","97622980","13391.6030668163030563"
"08107",2023,1,"34222.00","515173484","15913.9557156816402007"
"08109",2023,1,"3025.33","29404400","12244.1050606562831012"
"08111",2023,1,"689.34","6072318","12550.40258772675521010000"
"08113",2023,1,"12883.35","185258532","15653.5870548215521419"
"08115",2023,1,"1449.34","15178858","12501.8233610457443084"
"08117",2023,1,"49525.33","687413866","17042.0020894118565355"
"08119",2023,1,"15986.00","217569064","14063.6346325478037868"
"08121",2023,1,"2311.34","24286676","11697.4976630514625475"
"08123",2023,1,"226123.33","3869650020","16559.4809358829652350"
"08125",2023,1,"7603.99","88695592","12096.0658213521912541"
"08999",2023,1,"57385.34","1945299488","25060.8667908424799051"
"09000",2023,1,"3504908.00","81983452792","20976.660443568003"
"09001",2023,1,"816242.00","27484971688","25435.5681998301507204"
"09003",2023,1,"989504.66","22395282354","21221.9215240573149526"
"09005",2023,1,"119386.66","1778374014","16854.3940362253520832"
"09007",2023,1,"135637.33","2318076618","17394.1714857869845576"
"09009",2023,1,"736414.67","13246523626","19469.5928831302895931"
"09011",2023,1,"231010.66","4406150744","18907.7587499644026217"
"09013",2023,1,"48825.34","738663650","17054.8331464875237251"
"09015",2023,1,"40652.33","585189656","15876.5101336556176801"
"09999",2023,1,"48215.00","2018881004","36179.65921088453630393333"
"10000",2023,1,"980888.67","18054128365","17682.8893790634876202"
"10001",2023,1,"82587.33","1126599397","15982.9586898844716122"
"10003",2023,1,"590939.33","12488561672","19959.1123745636028791"
"10005",2023,1,"162415.33","2175317226","14973.0362437410961620"
"10999",2023,1,"8399.00","222534008","26571.4438176507552616"
"11000",2023,1,"1731221.33","52864208750","29935.9746718090569105"
"11001",2023,1,"1500703.99","45642775090","29660.2243274229364926"
"11999",2023,1,"126.66","8607238","67951.8789473684210884"
"12000",2023,1,"20322598.01","349864680529","17225.712011855209"
"12001",2023,1,"276424.00","4089132738","17242.2270866579629640"
"12003",2023,1,"15176.66","156330074","11811.4813379485211618"
"12005",2023,1,"157377.34","2006576220","14124.0956356574746729"
"12007",2023,1,"12394.01","141686088","12849.3151793068412662"
"12009",2023,1,"473646.00","7930639420","16625.9679255497608381"
"12011",2023,1,"1697475.34","30516694134","18019.8746597612939945"
"12013",2023,1,"6200.00","59771772","10960.3678749429576714"
"12015",2023,1,"107112.66","1396664790","14290.3560980795729000"
"12017",2023,1,"69069.34","793765816","12201.8751631494618312"
"12019",2023,1,"111096.00","1417004704","13110.4640995418854289"
"12021",2023,1,"335008.00","5593536182","16859.6413478820806904"
"12023",2023,1,"49430.66","610858032","13942.5779866686091288"
"12027",2023,1,"19898.66","229984990","13922.0943970458949738"
"12029",2023,1,"5776.00","62440008","11299.6691703602030239"
"12031",2023,1,"1105444.66","20096339078","17255.4303846935992794"
"12033",2023,1,"288404.66","4175524762","14388.3799724362577769"
"12035",2023,1,"54084.66","635593406","12809.4054406986491488"
"12037",2023,1,"6859.34","68205210","11897.9580592050438653"
"12039",2023,1,"36467.33","415016800","12547.9949407351820177"
"12041",2023,1,"7271.33","79053108","11765.1897572533894037"
"12043",2023,1,"3937.34","54093742","13681.4336079872933223"
"12045",2023,1,"8509.34","100551136","12583.2374620716984686"
"12047",2023,1,"5968.66","86553232","13913.8817119350025445"
"12049",2023,1,"14716.66","163408596","12398.5810372760417097"
"12051",2023,1,"25674.66","312142872","12871.5941626633252379"
"12053",2023,1,"98551.99","1150216136","13185.3183852202028217"
"12055",2023,1,"58110.66","670905348","12711.0519907078055089"
"12057",2023,1,"1543737.34","29012917404","18381.628869348481"
"12059",2023,1,"7303.99","69860682","11219.7340138941801055"
"12061",2023,1,"114474.00","1610442088","14713.2155486742127707"
"12063",2023,1,"29666.00","329234828","12615.2855866899714418"
"12065",2023,1,"5785.33","59270982","11627.3099918255835008"
"12067",2023,1,"2733.99","29497592","11611.5041072380887472"
"12069",2023,1,"226838.66","2801629700","13744.6862646307545884"
"12071",2023,1,"584608.67","9103705588","16386.8445676038031651"
"12073",2023,1,"316588.66","4483182666","15313.0294501516702882"
"12075",2023,1,"18670.00","190517558","11669.2363778943102474"
"12077",2023,1,"3760.00","44745378","12819.1182149169345280"
"12079",2023,1,"9786.66","96949496","11255.9151218111713243"
"12081",2023,1,"281286.00","4068643854","14525.0372512306134509"
"12083",2023,1,"233396.00","2893556420","13675.3220403792394718"
"12085",2023,1,"150807.99","2132185500","14729.5529481206173684"
"12086",2023,1,"2442002.00","48253912010","19107.6808648522517394"
"12087",2023,1,"91624.00","1310318300","15452.6126828395163432"
"12089",2023,1,"52411.34","693958994","17469.2058110985321361"
"12091",2023,1,"179309.33","2688918872","14929.9865363255000835"
"12093",2023,1,"23963.33","273683150","13429.8368476380039252"
"12095",2023,1,"1853177.34","31033265360","17404.904542395102"
"12097",2023,1,"220255.34","2774883752","13413.0830129212296164"
"12099",2023,1,"1311827.99","25610927384","19211.6693573430545653"
"12101",2023,1,"279016.01","3705912746","14497.6897982858092781"
"12103",2023,1,"902653.33","14561065298","16672.8121147951189363"
"12105",2023,1,"515819.34","6946613468","14236.0339693849149434"
"12107",2023,1,"33691.99","422319362","13641.2183344130497461"
"12109",2023,1,"189427.34","2962545248","15483.1881188220206864"
"12111",2023,1,"176765.33","2287758700","14676.3078337673665593"
"12113",2023,1,"85209.33","1020032526","13122.9620079415546668"
"12115",2023,1,"372011.34","5727922396","16380.0910230457197422"
"12117",2023,1,"423179.34","6846893598","15571.1151884332195807"
"12119",2023,1,"77706.00","1053360174","14230.6981863954106497"
"12121",2023,1,"23335.34","266240254","12399.0374284821210828"
"12123",2023,1,"13006.00","157414452","12806.4931249573933694"
"12125",2023,1,"6864.67","81907238","12642.0274093150107266"
"12127",2023,1,"371715.33","4987053556","14852.5507819977066045"
"12129",2023,1,"12701.34","144327958","12813.7115975948597147"
"12131",2023,1,"65202.00","898609732","14854.3927647787128239"
"12133",2023,1,"12000.67","129257410","12921.4493017926545084"
"12999",2023,1,"915268.66","27209996574","25185.9883712455996329"
"13000",2023,1,"10185884.34","180251708700","16930.316003433063"
"13001",2023,1,"15404.00","308812390","15696.9158069911776160"
"13003",2023,1,"4275.99","50027390","12149.3414333552043844"
"13005",2023,1,"7678.00","85693492","11471.5097540304019591"
"13007",2023,1,"846.66","8945842","11176.13201965086378712000"
"13009",2023,1,"30933.99","323480432","12459.1131168865350764"
"13011",2023,1,"9902.67","107203208","11260.9097993356940037"
"13013",2023,1,"44509.34","576520562","13409.6550424857635947"
"13015",2023,1,"86951.99","1193615370","14168.0745159890453891"
"13017",2023,1,"11809.34","126604650","12133.6231147165080863"
"13019",2023,1,"7870.66","83523462","11809.0599557705182060"
"13021",2023,1,"159577.33","2078044154","14265.0469780999560460"
"13023",2023,1,"5878.67","58458796","11937.1552890598581276"
"13025",2023,1,"5309.34","59907824","12081.1486336974808552"
"13027",2023,1,"6946.00","84729786","12204.9659133371093188"
"13029",2023,1,"20682.00","242591082","13256.9499958140938616"
"13031",2023,1,"55394.67","598795006","12579.0080074386341906"
"13033",2023,1,"19681.99","551828044","20214.3370552300408139"
"13035",2023,1,"16761.34","189954100","12923.6196660840881335"
"13037",2023,1,"2400.00","24492538","10774.1548140278982295"
"13039",2023,1,"31032.66","423326696","13270.4356861425742346"
"13043",2023,1,"7073.33","63638548","10203.9619889721301761"
"13045",2023,1,"86919.34","1287969438","14547.6262712226547930"
"13047",2023,1,"31980.00","350835508","12023.5821217543665208"
"13049",2023,1,"4111.34","48346316","12029.1633450228443762"
"13051",2023,1,"334516.00","4983680776","16558.6448673537667167"
"13053",2023,1,"4715.34","61336112","10730.5995775313116197"
"13055",2023,1,"9678.00","99032380","10798.2018629251084132"
"13057",2023,1,"140778.00","1809990192","14099.3081130840939040"
"13059",2023,1,"142490.67","2003205514","15635.8934557981124344"
"13061",2023,1,"1244.66","10298288","10357.5841870996564145"
"13063",2023,1,"260143.34","5338894128","18111.4656967283011053"
"13065",2023,1,"4876.67","54415526","10990.2735059861271505"
"13067",2023,1,"764172.00","14980909582","18601.8346000315315810"
"13069",2023,1,"35349.99","404904994","11932.4364657820872086"
"13071",2023,1,"30401.33","352339118","12844.6312768076382174"
"13073",2023,1,"77375.33","896684700","13706.4717082151319984"
"13075",2023,1,"9422.66","99489606","11319.0621381777691327"
"13077",2023,1,"95456.67","1214786424","14130.8116815570526032"
"13079",2023,1,"2416.00","22065784","11457.5734519518408785"
"13081",2023,1,"17268.67","211571370","13069.4876438843362035"
"13083",2023,1,"7992.01","86046392","10840.4197666470600966"
"13085",2023,1,"19981.34","199031494","11722.0259373702698744"
"13087",2023,1,"16781.33","187292690","11682.1878110384460807"
"13089",2023,1,"615552.00","11648854450","17792.2815464873282352"
"13091",2023,1,"9484.00","95807492","11507.0018268870630923"
"13093",2023,1,"6543.33","73076764","11902.1791281804746242"
"13095",2023,1,"93086.66","1249320800","14200.5961091920205023"
"13097",2023,1,"98272.00","1318724442","13991.7877164050613257"
"13099",2023,1,"7337.33","98405664","12708.6572882998218142"
"13101",2023,1,"1236.00","13436804","10017.4997464723774549"
