"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","qtrly_estabs","avg_qtrly_employment","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","wages_per_employee"
"01069",2,"10",71,0,2023,1,"28","883.00","11734800","0","0","1022","13289.6942242355605889"
"01069",3,"10",71,0,2023,1,"76","7032.67","99149044","3167144","6753","1084","14098.3568110721395392"
"01069",5,"10",71,0,2023,1,"3358","41774.00","529737944","267846125","1327273","975","12681.044285919471"
"01071",0,"10",70,0,2023,1,"1166","15279.33","178093850","87375484","545297","897","11655.8652209956806941"
"01071",1,"10",71,0,2023,1,"23","128.67","2714989","0","0","1623","21100.9507772020725334"
"01071",2,"10",71,0,2023,1,"15","178.67","2291885","8000","16","987","12827.7145522388059678"
"01071",3,"10",71,0,2023,1,"63","2832.00","30999293","6968326","22212","842","10946.0780367231638418"
"01071",5,"10",71,0,2023,1,"1065","12140.00","142087683","80399158","523069","900","11704.0925041186161450"
"01073",0,"10",70,0,2023,1,"22107","358897.33","6530514828","2043771889","11018628","1400","18196.052802472759"
"01073",1,"10",71,0,2023,1,"91","8415.67","183890365","0","0","1681","21850.9563512496534241"
"01073",2,"10",71,0,2023,1,"91","24647.67","461453870","0","0","1440","18722.010332282974"
"01073",3,"10",71,0,2023,1,"427","26511.00","394073976","5416397","14866","1143","14864.545886613104"
"01073",5,"10",71,0,2023,1,"21498","299323.00","5491096617","2038355492","11003762","1411","18345.054061999913"
"01075",0,"10",70,0,2023,1,"301","3420.00","41978733","19633805","113724","944","12274.4833333333333333"
"01075",1,"10",71,0,2023,1,"7","34.67","473735","0","0","1051","13665.4326923076922946"
"01075",2,"10",71,0,2023,1,"9","65.00","678837","0","0","803","10443.6461538461538462"
"01075",3,"10",71,0,2023,1,"28","473.33","4942647","105699","212","803","10442.2119718309859162"
"01075",5,"10",71,0,2023,1,"257","2847.00","35883514","19528106","113512","970","12603.9740077274323850"
"01077",0,"10",70,0,2023,1,"2419","30488.00","349520774","154642332","932225","882","11464.2080162686958803"
"01077",1,"10",71,0,2023,1,"21","290.00","5219423","0","0","1384","17998.0103448275862069"
"01077",2,"10",71,0,2023,1,"15","1305.00","18607446","0","0","1097","14258.5793103448275862"
"01077",3,"10",71,0,2023,1,"46","3531.67","43550755","632166","2838","949","12331.5021236432279376"
"01077",5,"10",71,0,2023,1,"2337","25361.33","282143150","154010166","929387","856","11124.9336259923244194"
"01079",0,"10",70,0,2023,1,"557","5256.67","61714692","24253520","123937","903","11740.2711477488902980"
"01079",1,"10",71,0,2023,1,"11","86.67","1903936","0","0","1690","21968.4923076923076839"
"01079",2,"10",71,0,2023,1,"12","153.67","1843327","0","0","923","11995.6203904555314508"
"01079",3,"10",71,0,2023,1,"32","1182.00","11587289","329242","658","754","9803.1209813874788494"
"01079",5,"10",71,0,2023,1,"502","3834.33","46380140","23924278","123279","930","12096.0114752673215684"
"01081",0,"10",70,0,2023,1,"4118","63806.33","807086057","294133973","1720127","973","12648.996029652229"
"01081",1,"10",71,0,2023,1,"18","346.00","6181373","0","0","1374","17865.2398843930635838"
"01081",2,"10",71,0,2023,1,"28","7225.67","144924885","0","0","1543","20056.9569128569451491"
"01081",3,"10",71,0,2023,1,"103","8174.00","121115937","1010093","5057","1140","14817.2176413016882799"
"01081",5,"10",71,0,2023,1,"3969","48060.67","534863862","293123880","1715070","856","11128.931392268106"
"01083",0,"10",70,0,2023,1,"1814","32712.33","463089675","173283682","1310521","1089","14156.424437266271"
"01083",1,"10",71,0,2023,1,"14","1469.00","56830380","0","0","2976","38686.4397549353301566"
"01083",2,"10",71,0,2023,1,"18","1370.67","18699921","0","0","1049","13642.9384727626459141"
"01083",3,"10",71,0,2023,1,"27","4159.00","52181263","273000","546","965","12546.5888434719884588"
"01083",5,"10",71,0,2023,1,"1755","25713.67","335378111","173010682","1309975","1003","13042.796087683592"
"01085",0,"10",70,0,2023,1,"208","2930.33","52445456","18311745","172312","1377","17897.4369241269480152"
"01085",1,"10",71,0,2023,1,"7","31.33","469619","0","0","1153","14987.8404255319149096"
"01085",2,"10",71,0,2023,1,"7","52.67","724573","0","0","1058","13757.7151898734177128"
"01085",3,"10",71,0,2023,1,"23","453.33","4859356","136818","320","825","10719.1676470588235302"
"01085",5,"10",71,0,2023,1,"171","2393.00","46391908","18174927","171992","1491","19386.5056414542415378"
"01087",0,"10",70,0,2023,1,"302","4606.33","60304484","13561331","90368","1007","13091.6457051885085752"
"01087",1,"10",71,0,2023,1,"11","869.00","18084466","0","0","1601","20810.6628308400460299"
"01087",2,"10",71,0,2023,1,"16","858.67","13299470","0","0","1191","15488.5131987577639746"
"01087",3,"10",71,0,2023,1,"26","814.67","9380185","750132","2267","886","11514.1387070376432074"
"01087",5,"10",71,0,2023,1,"249","2064.00","19540363","12811199","88101","728","9467.2301356589147287"
"01089",0,"10",70,0,2023,1,"12730","220168.00","4080285670","1221466843","5639552","1426","18532.600877511718"
"01089",1,"10",71,0,2023,1,"74","19021.00","547155508","0","0","2213","28765.864465590663"
"01089",2,"10",71,0,2023,1,"38","3476.33","63956309","0","0","1415","18397.6341931153514241"
"01089",3,"10",71,0,2023,1,"256","23450.67","348818389","5088497","24539","1144","14874.561732431203"
"01089",5,"10",71,0,2023,1,"12362","174220.00","3120355464","1216378346","5615013","1378","17910.432005510274"
"01091",0,"10",70,0,2023,1,"550","7327.67","94971502","39464439","173980","997","12960.6744302415502888"
"01091",1,"10",71,0,2023,1,"13","64.00","908752","0","0","1092","14199.2500000000000000"
"01091",2,"10",71,0,2023,1,"12","101.67","1270976","0","0","962","12501.4032786885245861"
"01091",3,"10",71,0,2023,1,"33","1395.33","14459927","458120","916","797","10363.0628284758719544"
"01091",5,"10",71,0,2023,1,"492","5766.67","78331847","39006319","173064","1045","13583.5572832369942196"
"01093",0,"10",70,0,2023,1,"689","11155.33","122845762","60297226","430276","847","11012.2896671248431244"
"01093",1,"10",71,0,2023,1,"11","72.33","1133401","0","0","1205","15669.1382488479262745"
"01093",2,"10",71,0,2023,1,"14","334.00","4215864","0","0","971","12622.3473053892215569"
"01093",3,"10",71,0,2023,1,"41","1426.00","15584039","734984","1613","841","10928.4985974754558205"
"01093",5,"10",71,0,2023,1,"623","9323.00","101912458","59562242","428663","841","10931.2944331223854982"
"01095",0,"10",70,0,2023,1,"2437","39792.67","457928763","231250225","977461","885","11507.868191794133"
"01095",1,"10",71,0,2023,1,"19","261.00","5375384","0","0","1584","20595.3409961685823755"
"01095",2,"10",71,0,2023,1,"20","554.00","5439634","0","0","755","9818.8339350180505415"
"01095",3,"10",71,0,2023,1,"117","5573.00","70842285","4761698","10481","978","12711.6965727615287996"
"01095",5,"10",71,0,2023,1,"2281","33404.67","376271460","226488527","966980","866","11264.0387570598917191"
"01097",0,"10",70,0,2023,1,"11835","170831.00","2479223277","938190080","6201939","1116","14512.724722093765"
"01097",1,"10",71,0,2023,1,"71","2800.67","60954230","0","0","1674","21764.1859081171149724"
"01097",2,"10",71,0,2023,1,"68","6147.33","122061577","0","0","1527","19856.0205509163865092"
"01097",3,"10",71,0,2023,1,"239","14577.00","181100349","5197643","18226","956","12423.7050833504836386"
"01097",5,"10",71,0,2023,1,"11457","147306.00","2115107121","932992437","6183713","1105","14358.594497169158"
"01099",0,"10",70,0,2023,1,"495","5951.33","76871601","32725659","194206","994","12916.7023076061386805"
"01099",1,"10",71,0,2023,1,"15","51.33","806596","0","0","1209","15712.9090909090909193"
"01099",2,"10",71,0,2023,1,"10","128.00","1568638","0","0","943","12254.9843750000000000"
"01099",3,"10",71,0,2023,1,"30","1091.67","11987904","884134","1799","845","10981.2861068702290073"
"01099",5,"10",71,0,2023,1,"440","4680.33","62508463","31841525","192407","1027","13355.5579374688412507"
"01101",0,"10",70,0,2023,1,"7081","129371.67","1874935247","615751303","3550225","1115","14492.626517913505"
"01101",1,"10",71,0,2023,1,"90","6282.67","133994408","0","0","1641","21327.6328522920203734"
"01101",2,"10",71,0,2023,1,"218","20613.00","338480723","39000","78","1263","16420.740455052637"
"01101",3,"10",71,0,2023,1,"152","7811.00","100845071","4560361","27004","993","12910.6479324030213801"
"01101",5,"10",71,0,2023,1,"6621","94665.00","1301615045","611151942","3523143","1058","13749.696772830508"
"01103",0,"10",70,0,2023,1,"3186","51413.33","768115648","314686533","1604716","1149","14940.008713692946"
"01103",1,"10",71,0,2023,1,"22","285.33","5867484","0","0","1582","20563.6121495327102828"
"01103",2,"10",71,0,2023,1,"21","628.00","8011801","175666","351","981","12757.6449044585987261"
"01103",3,"10",71,0,2023,1,"92","6437.33","81423920","1670451","3583","973","12648.7033968516984259"
"01103",5,"10",71,0,2023,1,"3051","44062.67","672812443","312840416","1600782","1175","15269.444495718219"
"01105",0,"10",70,0,2023,1,"171","1767.33","17062411","7383131","56095","743","9654.3253489249339874"
"01105",1,"10",71,0,2023,1,"4","19.67","292311","0","0","1143","14863.2711864406779409"
"01105",2,"10",71,0,2023,1,"8","55.33","565897","0","0","787","10227.0542168674698857"
"01105",3,"10",71,0,2023,1,"14","361.00","3244158","45087","130","691","8986.5872576177285319"
"01105",5,"10",71,0,2023,1,"145","1331.33","12960045","7338044","55965","749","9734.6357035553329997"
"01107",0,"10",70,0,2023,1,"371","3673.67","42848999","16791603","95780","897","11663.8233372652209417"
"01107",1,"10",71,0,2023,1,"8","306.33","5999137","0","0","1506","19583.6898803046790010"
"01107",2,"10",71,0,2023,1,"10","97.33","1222678","0","0","966","12561.7602739726027440"
"01107",3,"10",71,0,2023,1,"27","608.67","6321889","93810","1724","799","10386.4550930996714124"
"01107",5,"10",71,0,2023,1,"326","2661.33","29305295","16697793","94056","847","11011.5086422845691384"
"01109",0,"10",70,0,2023,1,"778","15286.67","186218938","78230427","421651","937","12181.7883558656778853"
"01109",1,"10",71,0,2023,1,"8","91.33","1471214","0","0","1239","16108.1824817518248234"
"01109",2,"10",71,0,2023,1,"15","1635.67","22482808","0","0","1057","13745.3482779702465862"
"01109",3,"10",71,0,2023,1,"25","1500.00","18740778","273569","585","961","12493.8520000000000000"
"01109",5,"10",71,0,2023,1,"730","12059.67","143524138","77956858","421066","915","11901.1695735094944581"
"01111",0,"10",70,0,2023,1,"455","4826.67","51466376","23661476","123383","820","10662.9232044198895027"
"01111",1,"10",71,0,2023,1,"9","56.33","864936","0","0","1181","15353.8934911242603641"
"01111",2,"10",71,0,2023,1,"13","160.33","1861855","0","0","893","11612.4012474012474037"
