"area_fips","industry_code","own_code","size_code","year_num","quarter_num","yoy_pct_change_employment"
"01107","10","Federal Government","All sizes",2023,1,"-4.67"
"01107","10","State Government","All sizes",2023,1,"-1.67"
"01107","10","Local Government","All sizes",2023,1,"-1.43"
"01107","10","Private","All sizes",2023,1,"3.17"
"01109","10","Total Covered","All sizes",2023,1,"1.37"
"01109","10","Federal Government","All sizes",2023,1,"-0.97"
"01109","10","State Government","All sizes",2023,1,"3.90"
"01109","10","Local Government","All sizes",2023,1,"2.93"
"01109","10","Private","All sizes",2023,1,"0.90"
"01111","10","Total Covered","All sizes",2023,1,"-1.07"
"01111","10","Federal Government","All sizes",2023,1,"0.00"
"01111","10","State Government","All sizes",2023,1,"-8.40"
"01111","10","Local Government","All sizes",2023,1,"2.70"
"01111","10","Private","All sizes",2023,1,"-1.57"
"01113","10","Total Covered","All sizes",2023,1,"0.53"
"01113","10","Federal Government","All sizes",2023,1,"20.20"
"01113","10","State Government","All sizes",2023,1,"1.47"
"01113","10","Local Government","All sizes",2023,1,"1.03"
"01113","10","Private","All sizes",2023,1,"0.20"
"01115","10","Total Covered","All sizes",2023,1,"5.73"
"01115","10","Federal Government","All sizes",2023,1,"6.30"
"01115","10","State Government","All sizes",2023,1,"-3.40"
"01115","10","Local Government","All sizes",2023,1,"1.63"
"01115","10","Private","All sizes",2023,1,"6.53"
"01117","10","Total Covered","All sizes",2023,1,"0.20"
"01117","10","Federal Government","All sizes",2023,1,"1.57"
"01117","10","State Government","All sizes",2023,1,"1.77"
"01117","10","Local Government","All sizes",2023,1,"1.40"
"01117","10","Private","All sizes",2023,1,"0.03"
"01119","10","Total Covered","All sizes",2023,1,"3.57"
"01119","10","Federal Government","All sizes",2023,1,"1.00"
"01119","10","State Government","All sizes",2023,1,"5.03"
"01119","10","Local Government","All sizes",2023,1,"-4.53"
"01119","10","Private","All sizes",2023,1,"5.33"
"01121","10","Total Covered","All sizes",2023,1,"5.73"
"01121","10","Federal Government","All sizes",2023,1,"-6.70"
"01121","10","State Government","All sizes",2023,1,"1.63"
"01121","10","Local Government","All sizes",2023,1,"0.43"
"01121","10","Private","All sizes",2023,1,"6.87"
"01123","10","Total Covered","All sizes",2023,1,"-0.83"
"01123","10","Federal Government","All sizes",2023,1,"-10.73"
"01123","10","State Government","All sizes",2023,1,"-7.47"
"01123","10","Local Government","All sizes",2023,1,"4.83"
"01123","10","Private","All sizes",2023,1,"-1.30"
"01125","10","Total Covered","All sizes",2023,1,"5.07"
"01125","10","Federal Government","All sizes",2023,1,"3.27"
"01125","10","State Government","All sizes",2023,1,"1.07"
"01125","10","Local Government","All sizes",2023,1,"1.27"
"01125","10","Private","All sizes",2023,1,"6.23"
"01127","10","Total Covered","All sizes",2023,1,"2.97"
"01127","10","Federal Government","All sizes",2023,1,"0.73"
"01127","10","State Government","All sizes",2023,1,"-1.73"
"01127","10","Local Government","All sizes",2023,1,"1.70"
"01127","10","Private","All sizes",2023,1,"3.37"
"01129","10","Total Covered","All sizes",2023,1,"78.17"
"01129","10","Federal Government","All sizes",2023,1,"-13.50"
"01129","10","State Government","All sizes",2023,1,"-11.20"
"01129","10","Local Government","All sizes",2023,1,"2.27"
"01129","10","Private","All sizes",2023,1,"105.10"
"01131","10","Total Covered","All sizes",2023,1,"4.23"
"01131","10","Federal Government","All sizes",2023,1,"5.13"
"01131","10","State Government","All sizes",2023,1,"0.73"
"01131","10","Local Government","All sizes",2023,1,"8.23"
"01131","10","Private","All sizes",2023,1,"3.20"
"01133","10","Total Covered","All sizes",2023,1,"-6.20"
"01133","10","Federal Government","All sizes",2023,1,"-7.77"
"01133","10","State Government","All sizes",2023,1,"-7.83"
"01133","10","Local Government","All sizes",2023,1,"2.20"
"01133","10","Private","All sizes",2023,1,"-7.43"
"01999","10","Total Covered","All sizes",2023,1,"9.70"
"01999","10","Federal Government","All sizes",2023,1,"45.97"
"01999","10","State Government","All sizes",2023,1,"-34.27"
"01999","10","Local Government","All sizes",2023,1,"0.00"
"01999","10","Private","All sizes",2023,1,"0.00"
"02000","10","Total Covered","All sizes",2023,1,"2.57"
"02000","10","Federal Government","All sizes",2023,1,"0.70"
"02000","10","State Government","All sizes",2023,1,"-0.07"
"02000","10","Local Government","All sizes",2023,1,"1.10"
"02000","10","Private","All sizes",2023,1,"3.13"
"02000","10",NULL,"All sizes",2023,1,"0.67"
"02013","10","Total Covered","All sizes",2023,1,"3.03"
"02013","10","Federal Government","All sizes",2023,1,"21.67"
"02013","10","State Government","All sizes",2023,1,"-3.70"
"02013","10","Local Government","All sizes",2023,1,"10.33"
"02013","10","Private","All sizes",2023,1,"2.27"
"02016","10","Total Covered","All sizes",2023,1,"10.00"
"02016","10","Federal Government","All sizes",2023,1,"-16.23"
"02016","10","State Government","All sizes",2023,1,"-3.33"
"02016","10","Local Government","All sizes",2023,1,"-0.73"
"02016","10","Private","All sizes",2023,1,"11.70"
"02020","10","Total Covered","All sizes",2023,1,"2.03"
"02020","10","Federal Government","All sizes",2023,1,"-0.40"
"02020","10","State Government","All sizes",2023,1,"0.67"
"02020","10","Local Government","All sizes",2023,1,"-2.53"
"02020","10","Private","All sizes",2023,1,"2.67"
"02050","10","Total Covered","All sizes",2023,1,"1.47"
"02050","10","Federal Government","All sizes",2023,1,"-3.37"
"02050","10","State Government","All sizes",2023,1,"-5.27"
"02050","10","Local Government","All sizes",2023,1,"0.33"
"02050","10","Private","All sizes",2023,1,"2.97"
"02060","10","Total Covered","All sizes",2023,1,"2.80"
"02060","10","Federal Government","All sizes",2023,1,"-4.27"
"02060","10","State Government","All sizes",2023,1,"-6.20"
"02060","10","Local Government","All sizes",2023,1,"7.33"
"02060","10","Private","All sizes",2023,1,"2.43"
"02063","10","Total Covered","All sizes",2023,1,"2.73"
"02063","10","Federal Government","All sizes",2023,1,"-8.90"
"02063","10","State Government","All sizes",2023,1,"-3.63"
"02063","10","Local Government","All sizes",2023,1,"1.67"
"02063","10","Private","All sizes",2023,1,"3.90"
"02066","10","Total Covered","All sizes",2023,1,"5.37"
"02066","10","Federal Government","All sizes",2023,1,"8.73"
"02066","10","State Government","All sizes",2023,1,"6.67"
"02066","10","Local Government","All sizes",2023,1,"1.73"
"02066","10","Private","All sizes",2023,1,"6.03"
"02068","10","Total Covered","All sizes",2023,1,"4.30"
"02068","10","Federal Government","All sizes",2023,1,"-0.53"
"02068","10","State Government","All sizes",2023,1,"21.40"
"02068","10","Local Government","All sizes",2023,1,"-2.50"
"02068","10","Private","All sizes",2023,1,"6.37"
"02070","10","Total Covered","All sizes",2023,1,"3.67"
"02070","10","Federal Government","All sizes",2023,1,"24.23"
"02070","10","State Government","All sizes",2023,1,"-0.53"
"02070","10","Local Government","All sizes",2023,1,"2.33"
"02070","10","Private","All sizes",2023,1,"3.80"
"02090","10","Total Covered","All sizes",2023,1,"2.10"
"02090","10","Federal Government","All sizes",2023,1,"1.00"
"02090","10","State Government","All sizes",2023,1,"2.87"
"02090","10","Local Government","All sizes",2023,1,"-2.03"
"02090","10","Private","All sizes",2023,1,"2.57"
"02100","10","Total Covered","All sizes",2023,1,"7.83"
"02100","10","Federal Government","All sizes",2023,1,"9.10"
"02100","10","State Government","All sizes",2023,1,"7.70"
"02100","10","Local Government","All sizes",2023,1,"5.20"
"02100","10","Private","All sizes",2023,1,"8.53"
"02105","10","Total Covered","All sizes",2023,1,"4.27"
"02105","10","Federal Government","All sizes",2023,1,"43.30"
"02105","10","State Government","All sizes",2023,1,"12.03"
"02105","10","Local Government","All sizes",2023,1,"-2.33"
"02105","10","Private","All sizes",2023,1,"0.33"
"02110","10","Total Covered","All sizes",2023,1,"2.60"
"02110","10","Federal Government","All sizes",2023,1,"-2.60"
"02110","10","State Government","All sizes",2023,1,"-3.93"
"02110","10","Local Government","All sizes",2023,1,"2.40"
"02110","10","Private","All sizes",2023,1,"5.37"
"02122","10","Total Covered","All sizes",2023,1,"3.13"
"02122","10","Federal Government","All sizes",2023,1,"3.27"
"02122","10","State Government","All sizes",2023,1,"0.00"
"02122","10","Local Government","All sizes",2023,1,"6.40"
"02122","10","Private","All sizes",2023,1,"2.63"
"02130","10","Total Covered","All sizes",2023,1,"3.10"
"02130","10","Federal Government","All sizes",2023,1,"3.00"
"02130","10","State Government","All sizes",2023,1,"3.03"
"02130","10","Local Government","All sizes",2023,1,"1.57"
"02130","10","Private","All sizes",2023,1,"3.60"
"02150","10","Total Covered","All sizes",2023,1,"4.33"
"02150","10","Federal Government","All sizes",2023,1,"6.07"
"02150","10","State Government","All sizes",2023,1,"3.07"
"02150","10","Local Government","All sizes",2023,1,"3.07"
"02150","10","Private","All sizes",2023,1,"4.60"
"02158","10","Total Covered","All sizes",2023,1,"4.47"
"02158","10","Federal Government","All sizes",2023,1,"13.37"
"02158","10","State Government","All sizes",2023,1,"14.37"
"02158","10","Local Government","All sizes",2023,1,"5.50"
"02158","10","Private","All sizes",2023,1,"1.43"
"02164","10","Total Covered","All sizes",2023,1,"1.57"
"02164","10","Federal Government","All sizes",2023,1,"-11.80"
"02164","10","State Government","All sizes",2023,1,"-21.67"
"02164","10","Local Government","All sizes",2023,1,"4.07"
"02164","10","Private","All sizes",2023,1,"0.13"
"02170","10","Total Covered","All sizes",2023,1,"3.03"
"02170","10","Federal Government","All sizes",2023,1,"8.80"
"02170","10","State Government","All sizes",2023,1,"0.80"
"02170","10","Local Government","All sizes",2023,1,"0.63"
"02170","10","Private","All sizes",2023,1,"3.57"
"02180","10","Total Covered","All sizes",2023,1,"0.67"
"02180","10","Federal Government","All sizes",2023,1,"-4.63"
"02180","10","State Government","All sizes",2023,1,"-6.40"
"02180","10","Local Government","All sizes",2023,1,"15.00"
"02180","10","Private","All sizes",2023,1,"-6.90"
"02185","10","Total Covered","All sizes",2023,1,"4.87"
"02185","10","Federal Government","All sizes",2023,1,"0.97"
"02185","10","State Government","All sizes",2023,1,"-4.10"
"02185","10","Local Government","All sizes",2023,1,"2.23"
"02185","10","Private","All sizes",2023,1,"5.53"
"02188","10","Total Covered","All sizes",2023,1,"-0.43"
"02188","10","Federal Government","All sizes",2023,1,"-8.53"
"02188","10","State Government","All sizes",2023,1,"-8.63"
"02188","10","Local Government","All sizes",2023,1,"-6.00"
"02188","10","Private","All sizes",2023,1,"3.10"
"02195","10","Total Covered","All sizes",2023,1,"3.37"
"02195","10","Federal Government","All sizes",2023,1,"11.13"
"02195","10","State Government","All sizes",2023,1,"21.17"
"02195","10","Local Government","All sizes",2023,1,"1.53"
"02195","10","Private","All sizes",2023,1,"2.77"
"02198","10","Total Covered","All sizes",2023,1,"-2.07"
"02198","10","Federal Government","All sizes",2023,1,"14.23"
"02198","10","State Government","All sizes",2023,1,"-12.23"
"02198","10","Local Government","All sizes",2023,1,"-0.80"
"02198","10","Private","All sizes",2023,1,"-4.20"
"02220","10","Total Covered","All sizes",2023,1,"3.40"
"02220","10","Federal Government","All sizes",2023,1,"-6.00"
"02220","10","State Government","All sizes",2023,1,"-3.87"
"02220","10","Local Government","All sizes",2023,1,"4.33"
"02220","10","Private","All sizes",2023,1,"4.47"
"02230","10","Total Covered","All sizes",2023,1,"-4.63"
"02230","10","Federal Government","All sizes",2023,1,"-75.23"
"02230","10","State Government","All sizes",2023,1,"-13.33"
"02230","10","Local Government","All sizes",2023,1,"-0.63"
"02230","10","Private","All sizes",2023,1,"4.30"
"02240","10","Total Covered","All sizes",2023,1,"6.70"
"02240","10","Federal Government","All sizes",2023,1,"-0.77"
"02240","10","State Government","All sizes",2023,1,"4.00"
"02240","10","Local Government","All sizes",2023,1,"0.20"
"02240","10","Private","All sizes",2023,1,"9.77"
"02275","10","Total Covered","All sizes",2023,1,"3.20"
"02275","10","Federal Government","All sizes",2023,1,"5.23"
"02275","10","State Government","All sizes",2023,1,"6.30"
"02275","10","Local Government","All sizes",2023,1,"-2.50"
"02275","10","Private","All sizes",2023,1,"4.80"
"02282","10","Total Covered","All sizes",2023,1,"3.57"
"02282","10","Federal Government","All sizes",2023,1,"-5.33"
"02282","10","State Government","All sizes",2023,1,"6.67"
"02282","10","Local Government","All sizes",2023,1,"8.87"
"02282","10","Private","All sizes",2023,1,"3.50"
"02290","10","Total Covered","All sizes",2023,1,"-0.43"
"02290","10","Federal Government","All sizes",2023,1,"1.10"
"02290","10","State Government","All sizes",2023,1,"-15.70"
"02290","10","Local Government","All sizes",2023,1,"2.87"
"02290","10","Private","All sizes",2023,1,"-6.33"
"02999","10","Total Covered","All sizes",2023,1,"5.40"
"02999","10","Federal Government","All sizes",2023,1,"48.47"
"02999","10","State Government","All sizes",2023,1,"-8.30"
"02999","10","Private","All sizes",2023,1,"5.37"
"04000","10","Total Covered","All sizes",2023,1,"3.47"
"04000","10","Federal Government","All sizes",2023,1,"0.67"
"04000","10","State Government","All sizes",2023,1,"3.97"
"04000","10","Local Government","All sizes",2023,1,"2.50"
"04000","10","Private","All sizes",2023,1,"3.63"
"04000","10",NULL,"All sizes",2023,1,"2.50"
"04001","10","Total Covered","All sizes",2023,1,"0.27"
